BatteryLevel,State,DistanceL,DistanceR,SpeedL,SpeedR
3.1,0,-2815.65,471.24,0.99,0.5
3.1,0,-2762.64,518.36,85.73,79.5
3.1,0,-2655.14,608.19,96.74,90.37
3.1,0,-2532.91,602.3,126.9,-72.74
3.09,0,-2403.32,512.47,135.96,-88.63
3.1,3,-2334.11,480.07,50.65,17.58
3.1,0,-2304.65,456.51,76.46,-60.37
3.1,0,-2204.51,376.99,51.18,-41.18
3.1,1,-2204.51,376.99,0.37,-0.3
3.1,0,-2182.43,350.48,54.07,-64.71
3.09,0,-2074.92,384.35,129.06,75.38
3.1,1,-2048.42,397.61,3.03,1.56
3.1,0,-2036.64,404.97,11.6,6.91
3.1,0,-2046.94,397.61,-9.97,-6.81
3.1,1,-2046.94,397.61,-0.08,-0.05
3.09,3,-2042.53,399.08,3.75,1.41
3.1,0,-2032.22,404.97,0.76,0.38
3.1,0,-2017.49,415.28,34.92,25.54
3.1,1,-1983.62,435.9,3.54,2.04
3.11,0,-1983.62,435.9,0.03,0.02
3.09,3,-1945.33,462.4,38.81,21.75
3.1,3,-1945.33,462.4,0.29,0.16
3.1,0,-1945.33,462.4,0,0
3.1,0,-1945.33,462.4,0,0
3.1,0,-1911.46,493.33,12.38,11.44
3.1,1,-1911.46,493.33,0.09,0.08
3.1,0,-1937.97,474.18,-66.73,-47.42
3.1,0,-2048.42,410.86,-58.55,-34.1
3.1,0,-2051.36,413.81,-2.3,2.05
3.1,3,-2063.14,435.9,32.13,23
3.1,1,-2063.14,435.9,0.25,0.18
3.1,0,-2063.14,435.9,0,0
3.1,0,-2048.42,443.26,5.23,2.49
3.09,0,-1964.48,534.56,97.61,96.6
3.1,0,-1871.7,634.7,99.03,99.95
3.1,1,-1795.13,600.83,20.99,-9.55
3.1,0,-1795.13,600.83,0.15,-0.07
3.1,0,-1795.13,600.83,0,-0
3.1,1,-1773.04,621.45,3.98,3.52
3.09,0,-1759.78,628.81,12.09,6.58
3.1,1,-1759.78,628.81,0.09,0.05
3.1,0,-1795.13,652.37,-88.4,58.3
3.1,0,-1930.61,752.51,-134.88,100.17
3.1,1,-2013.07,787.85,-49.52,-20.55
3.1,0,-2018.96,781.96,-0.85,-0.64
3.1,0,-2018.96,781.96,-0.01,-0
3.1,1,-2042.53,762.82,-4.34,-3.57
3.1,1,-2042.53,762.82,-0.03,-0.02
3.1,3,-2051.36,773.13,-32.49,24.4
3.09,0,-2041.05,779.02,0.49,0.57
3.1,0,-2041.05,779.02,0,0
3.1,0,-2027.8,789.33,32.68,25.26
3.09,0,-1995.4,817.3,4.73,3.81
3.1,0,-1983.62,824.67,11.27,7.04
3.1,0,-1923.24,777.54,121.05,-93.71
3.1,0,-1783.34,668.57,140.74,-108.15
3.1,0,-1683.21,590.52,96.24,-72.38
3.1,1,-1577.18,509.53,110.14,-80.97
3.1,1,-1559.51,497.75,31.49,-19.43
3.1,0,-1559.51,497.75,0.33,-0.18
3.1,1,-1559.51,497.75,0,-0
3.1,0,-1606.63,457.99,-25.99,-20.7
3.1,1,-1606.63,457.99,-0.19,-0.15
3.1,0,-1594.85,462.4,1.6,-0.04
3.09,0,-1683.21,366.68,-91.61,-95.12
3.1,0,-1773.04,270.96,-91.27,-97.46
3.1,0,-1893.79,192.91,-122.94,-78.12
3.09,1,-1995.4,126.65,-83.11,-47.99
3.1,0,-1995.4,126.65,-0.62,-0.36
3.1,3,-1942.39,163.46,14.81,8.91
3.1,1,-1942.39,163.46,0.11,0.07
3.1,3,-1930.61,170.82,19.01,11
3.11,0,-1930.61,170.82,0.13,0.08
3.1,0,-1930.61,170.82,0,0
3.1,0,-1914.41,187.02,14.58,11.96
3.09,1,-1914.41,187.02,0.11,0.09
3.1,3,-1901.15,194.39,20.52,10.69
3.09,0,-1901.15,194.39,0.16,0.08
3.09,0,-1901.15,194.39,0,0
3.09,0,-1937.97,153.15,-67.03,-81.61
3.1,1,-1964.48,128.12,-3.37,-3.16
3.1,0,-1964.48,128.12,-0.03,-0.02
3.1,1,-1954.17,116.34,5.76,-6.49
3.1,2,-1954.17,116.34,0.04,-0.05
3.1,0,-1954.17,116.34,0,-0
3.11,0,-1957.11,114.86,-2.88,-0.86
3.1,0,-2018.96,61.85,-18.16,-17.8
3.09,1,-2018.96,61.85,-0.13,-0.13
3.1,0,-2010.13,73.63,22.09,28.28
3.09,0,-1901.15,170.82,97.12,96.84
3.1,0,-1824.58,266.54,27.47,89.38
3.1,0,-1968.9,341.65,-144.41,74.59
3.09,0,-2086.7,416.75,-72.19,75.3
3.1,1,-2042.53,444.73,5.78,4.54
3.1,0,-2042.53,444.73,0.04,0.03
