BatteryLevel,State,DistanceL,DistanceR,SpeedL,SpeedR
2.82,5,-223.84,-135.48,0.02,0
2.8,5,-223.84,-135.48,0,0
2.82,5,-223.84,-135.48,0,0
2.81,5,-223.84,-135.48,0,0
2.82,5,-217.95,-145.79,14.61,-27.11
2.82,5,-185.55,-200.28,26.83,-52.69
2.8,5,-185.55,-232.67,0.21,-16.74
2.8,5,-185.55,-232.67,0,-0.13
2.82,5,-185.55,-231.2,0,4.7
2.81,5,-185.55,-231.2,0,0.03
2.82,5,-188.5,-234.15,-5.63,-13.08
2.82,5,-191.44,-235.62,-0.34,-0.18
2.81,5,-189.97,-228.26,4.6,19.32
2.69,5,-138.43,-159.04,115.38,113.81
2.69,5,-276.85,-204.69,-220.75,-123.98
2.81,5,-344.59,-191.44,-9.86,57.95
2.82,5,-332.81,-144.32,28.58,21.45
2.8,5,-269.49,-144.32,62.63,0.16
2.81,5,-260.65,-144.32,-2.62,0
2.82,5,-260.65,-144.32,-0.02,0
2.81,5,-260.65,-144.32,-0,0
2.8,5,-260.65,-144.32,-0,0
2.83,5,-260.65,-134.01,-0,28.02
2.83,5,-260.65,-83.94,-0,52.28
2.81,5,-254.76,-42.71,14.12,15.57
2.82,5,-184.08,-42.71,76.08,0.12
2.81,5,-163.46,-42.71,2.99,0
2.82,5,-163.46,-42.71,0.02,0
2.81,5,-163.46,-47.12,0,-11.79
2.81,5,-163.46,-64.8,0,-4.38
2.67,5,-163.46,-1.47,0,88.48
2.81,5,-163.46,-20.62,0,-34.83
2.81,5,-163.46,-10.31,0,28.4
2.8,5,-163.46,35.34,0,46.64
2.81,5,-163.46,86.88,0,60.07
2.82,5,-163.46,176.71,0,88.4
2.82,5,-163.46,260.65,0,78.8
2.81,5,-163.46,325.45,0,67.8
2.81,9,-163.46,382.88,0,48.02
2.82,6,-163.46,382.88,0,0.35
2.7,6,-163.46,481.55,0,105.58
2.69,6,-163.46,569.9,0,90.1
2.75,6,-163.46,662.68,0,92.86
2.8,6,-163.46,756.93,0,92.73
2.7,6,-163.46,845.28,0,85.89
2.68,6,-163.46,933.64,0,87
2.71,6,-163.46,1020.53,0,84.17
2.7,6,-163.46,1108.88,0,90.69
2.71,6,-172.3,1125.08,146.97,124.59
2.81,5,-22.09,1070.6,43.6,18.86
2.81,5,-22.09,1001.38,0.32,-80.33
2.81,5,-22.09,920.39,0,-78.7
2.82,5,-22.09,868.85,0,-49.03
2.81,5,-22.09,815.83,0,-54.28
2.82,5,-22.09,887.99,0,83.78
2.82,5,-22.09,967.51,0,76.3
2.81,5,-22.09,973.4,0,1.14
2.82,5,-22.09,973.4,0,0.01
2.81,5,-22.09,915.97,0,-61.7
2.82,5,-22.09,852.65,0,-63.86
2.81,5,36.82,796.69,66.66,-54.06
2.82,5,110.45,739.26,59.67,-51.39
2.83,5,117.81,734.84,0.89,-0.66
2.81,5,117.81,734.84,0.01,-0
2.71,5,53.01,724.53,-127.65,-81.51
2.72,5,-225.31,519.84,-272.3,-206.59
2.78,5,-371.1,468.29,-92.33,-12.21
2.79,5,-471.24,463.88,-91.27,-2.87
2.8,5,-534.56,519.84,-58.95,64.31
2.8,5,-534.56,569.9,-0.55,54.13
2.82,5,-534.56,577.27,-0,1.03
2.81,5,-534.56,577.27,-0,0.01
2.81,5,-534.56,577.27,-0,0
2.81,5,-534.56,577.27,-0,0
2.82,5,-468.29,544.87,78.16,-33.18
2.81,5,-446.2,530.14,3.24,-2.56
2.83,5,-446.2,561.07,0.02,35.46
2.81,5,-446.2,583.16,0,6.2
